rowID,studyID,authors,year,locality,country,continent,longitude,latitude,group,nspecies,trait,trait_synonym,variable_type,number_of_categories,trait_level1,trait_level2,trait_weight,trait_type,functional_significance,trait_source,spatial_extent,temporal_scale,temporal_scale_category,ITV,detection,trait_completeness,trait_imputation,trait_space_estimation,functional_metric,main_metric_group,metric_subgroup,topic_covered,comments
5728,Mestre2020,"Mestre, LAM; Cosset, CCP; Nienow, SS; Krul, R; Rechetelo, J; Festti, L; Edwards, DP",2020,Jamari National Forest,Brazil,South America,-63,-9.25,all birds,159,diet,diet,multichoice,5,trophic,diet,NA,NA,distribution of genetic information (pollination & seed dispersal). Forest regeneration (seed dispersal & nutrient deposition) Trophic processes (pest and population control). Nutrient recycling & sanitary services. Nutrient deposition (nutrient transfer between terrestrial & aquatic ecosystems),literature,local,6 months,1-10 months,NA,NA,NA,NA,functional dendrogram,mean functional uniqueness,functional rarity,alpha diversity,land-use change,
5729,Mestre2020,"Mestre, LAM; Cosset, CCP; Nienow, SS; Krul, R; Rechetelo, J; Festti, L; Edwards, DP",2020,Jamari National Forest,Brazil,South America,-63,-9.25,all birds,159,foraging strategy,foraging method,multichoice,4,trophic,foraging,NA,NA,rate of resource use. Habitat specialization,literature,local,6 months,1-10 months,NA,NA,NA,NA,functional dendrogram,mean functional uniqueness,functional rarity,alpha diversity,land-use change,
5730,Mestre2020,"Mestre, LAM; Cosset, CCP; Nienow, SS; Krul, R; Rechetelo, J; Festti, L; Edwards, DP",2020,Jamari National Forest,Brazil,South America,-63,-9.25,all birds,159,foraging substrate,foraging substrate,multichoice,4,trophic,foraging,NA,NA,rate of resource use. Habitat specialization. Type of resources,literature,local,6 months,1-10 months,NA,NA,NA,NA,functional dendrogram,mean functional uniqueness,functional rarity,alpha diversity,land-use change,
5731,Mestre2020,"Mestre, LAM; Cosset, CCP; Nienow, SS; Krul, R; Rechetelo, J; Festti, L; Edwards, DP",2020,Jamari National Forest,Brazil,South America,-63,-9.25,all birds,159,foraging stratum,foraging stratum,multichoice,4,trophic,foraging,NA,NA,rate/effectiveness of resource use. Type of resources,literature,local,6 months,1-10 months,NA,NA,NA,NA,functional dendrogram,mean functional uniqueness,functional rarity,alpha diversity,land-use change,
5732,Mestre2020,"Mestre, LAM; Cosset, CCP; Nienow, SS; Krul, R; Rechetelo, J; Festti, L; Edwards, DP",2020,Jamari National Forest,Brazil,South America,-63,-9.25,all birds,159,body mass,body mass,continuous,1,morphology,body,NA,NA,"foraging behaviour, rate of resource use and range size",field measurements,local,6 months,1-10 months,NA,NA,NA,NA,functional dendrogram,mean functional uniqueness,functional rarity,alpha diversity,land-use change,
5733,Mestre2020,"Mestre, LAM; Cosset, CCP; Nienow, SS; Krul, R; Rechetelo, J; Festti, L; Edwards, DP",2020,Jamari National Forest,Brazil,South America,-63,-9.25,all birds,159,body length,body length,continuous,1,morphology,body,NA,NA,"foraging behaviour, rate of resource use and range size",field measurements,local,6 months,1-10 months,NA,NA,NA,NA,functional dendrogram,mean functional uniqueness,functional rarity,alpha diversity,land-use change,
5734,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's quadratic entropy,functional diversity,alpha diversity,environmental drivers,
5735,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's quadratic entropy,functional diversity,alpha diversity,environmental drivers,
5736,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,lifespan,lifespan,continuous,1,life_history,lifespan,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's quadratic entropy,functional diversity,alpha diversity,environmental drivers,
5737,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,aerodynamic index,body mass,continuous,1,morphology,body,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's quadratic entropy,functional diversity,alpha diversity,environmental drivers,
5738,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,diet type,diet,multichoice,3,trophic,diet,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's quadratic entropy,functional diversity,alpha diversity,environmental drivers,
5739,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,foraging method,foraging method,multichoice,7,trophic,foraging,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's quadratic entropy,functional diversity,alpha diversity,environmental drivers,
5740,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,main foraging substrate,foraging substrate,multichoice,5,trophic,foraging,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's quadratic entropy,functional diversity,alpha diversity,environmental drivers,
5741,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,nest location,nesting substrate,multichoice,3,life_history,reproduction,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's quadratic entropy,functional diversity,alpha diversity,environmental drivers,
5742,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,migratory status,migratory status,nominal,2,dispersal,migration,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's quadratic entropy,functional diversity,alpha diversity,environmental drivers,
5743,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,activity,activity time,nominal,2,activity,activity_time,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's quadratic entropy,functional diversity,alpha diversity,environmental drivers,
5744,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,environmental drivers,
5745,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,environmental drivers,
5746,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,lifespan,lifespan,continuous,1,life_history,lifespan,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,environmental drivers,
5747,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,aerodynamic index,body mass,continuous,1,morphology,body,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,environmental drivers,
5748,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,diet type,diet,multichoice,3,trophic,diet,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,environmental drivers,
5749,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,foraging method,foraging method,multichoice,7,trophic,foraging,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,environmental drivers,
5750,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,main foraging substrate,foraging substrate,multichoice,5,trophic,foraging,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,environmental drivers,
5751,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,nest location,nesting substrate,multichoice,3,life_history,reproduction,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,environmental drivers,
5752,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,migratory status,migratory status,nominal,2,dispersal,migration,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,environmental drivers,
5753,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,activity,activity time,nominal,2,activity,activity_time,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,environmental drivers,
5754,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,environmental drivers,
5755,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,environmental drivers,
5756,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,lifespan,lifespan,continuous,1,life_history,lifespan,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,environmental drivers,
5757,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,aerodynamic index,body mass,continuous,1,morphology,body,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,environmental drivers,
5758,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,diet type,diet,multichoice,3,trophic,diet,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,environmental drivers,
5759,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,foraging method,foraging method,multichoice,7,trophic,foraging,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,environmental drivers,
5760,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,main foraging substrate,foraging substrate,multichoice,5,trophic,foraging,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,environmental drivers,
5761,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,nest location,nesting substrate,multichoice,3,life_history,reproduction,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,environmental drivers,
5762,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,migratory status,migratory status,nominal,2,dispersal,migration,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,environmental drivers,
5763,Meynard2011,"Meynard, CN; Devictor, V; Mouillot, D; Thuiller, W; Jiguet, F; Mouquet, N",2011,NA,France,Europe,NA,NA,breeding birds,164,activity,activity time,nominal,2,activity,activity_time,NA,NA,NA,NA,regional,NA,unknown,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,environmental drivers,
5764,Min2020,Min Z.; Xian-Li C.; Yi-Slteng P.; Fa-Sheng Z.,2020,Shantou,China,Asia,110.17,20.9,waterbirds,63,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,literature,local,3 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,community assembly,
5765,Min2020,Min Z.; Xian-Li C.; Yi-Slteng P.; Fa-Sheng Z.,2020,Shantou,China,Asia,110.17,20.9,waterbirds,63,feeding guild,trophic guild,nominal,3,trophic,diet,NA,NA,NA,literature,local,3 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,community assembly,
5766,Min2020,Min Z.; Xian-Li C.; Yi-Slteng P.; Fa-Sheng Z.,2020,Shantou,China,Asia,110.17,20.9,waterbirds,63,foraging location,foraging habitat,nominal,3,trophic,foraging,NA,NA,NA,literature,local,3 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,community assembly,
5767,Min2020,Min Z.; Xian-Li C.; Yi-Slteng P.; Fa-Sheng Z.,2020,Shantou,China,Asia,110.17,20.9,waterbirds,63,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,literature,local,3 seasons,2-10 seasons,NA,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,community assembly,
5768,Min2020,Min Z.; Xian-Li C.; Yi-Slteng P.; Fa-Sheng Z.,2020,Shantou,China,Asia,110.17,20.9,waterbirds,63,feeding guild,trophic guild,nominal,3,trophic,diet,NA,NA,NA,literature,local,3 seasons,2-10 seasons,NA,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,community assembly,
5769,Min2020,Min Z.; Xian-Li C.; Yi-Slteng P.; Fa-Sheng Z.,2020,Shantou,China,Asia,110.17,20.9,waterbirds,63,foraging location,foraging habitat,nominal,3,trophic,foraging,NA,NA,NA,literature,local,3 seasons,2-10 seasons,NA,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,community assembly,
5770,Mirochnitchenko2021,"Mirochnitchenko, NA; Stuber, EF; Fontaine, JJ",2021,NA,United States,North America,NA,NA,breeding birds,141,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,literature,local,2 seasons,2-10 seasons,NA,Yes,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
5771,Mirochnitchenko2021,"Mirochnitchenko, NA; Stuber, EF; Fontaine, JJ",2021,NA,United States,North America,NA,NA,breeding birds,141,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,NA,literature,local,2 seasons,2-10 seasons,NA,Yes,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
5772,Mirochnitchenko2021,"Mirochnitchenko, NA; Stuber, EF; Fontaine, JJ",2021,NA,United States,North America,NA,NA,breeding birds,141,number of clutches,number of clutches per year,continuous,1,life_history,reproduction,NA,NA,NA,literature,local,2 seasons,2-10 seasons,NA,Yes,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
5773,Mirochnitchenko2021,"Mirochnitchenko, NA; Stuber, EF; Fontaine, JJ",2021,NA,United States,North America,NA,NA,breeding birds,141,egg length,egg length,continuous,1,life_history,reproduction,NA,NA,NA,literature,local,2 seasons,2-10 seasons,NA,Yes,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
5774,Mirochnitchenko2021,"Mirochnitchenko, NA; Stuber, EF; Fontaine, JJ",2021,NA,United States,North America,NA,NA,breeding birds,141,egg width,egg width,continuous,1,life_history,reproduction,NA,NA,NA,literature,local,2 seasons,2-10 seasons,NA,Yes,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
5775,Mirochnitchenko2021,"Mirochnitchenko, NA; Stuber, EF; Fontaine, JJ",2021,NA,United States,North America,NA,NA,breeding birds,141,diet,diet,fuzzy,10,trophic,diet,NA,NA,NA,database,local,2 seasons,2-10 seasons,NA,Yes,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
5776,Mirochnitchenko2021,"Mirochnitchenko, NA; Stuber, EF; Fontaine, JJ",2021,NA,United States,North America,NA,NA,breeding birds,141,foraging strategy,foraging method,fuzzy,7,trophic,foraging,NA,NA,NA,database,local,2 seasons,2-10 seasons,NA,Yes,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
5777,Mirochnitchenko2021,"Mirochnitchenko, NA; Stuber, EF; Fontaine, JJ",2021,NA,United States,North America,NA,NA,breeding birds,141,foraging period,activity time,nominal,2,activity,activity_time,NA,NA,NA,database,local,2 seasons,2-10 seasons,NA,Yes,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,community assembly,
5778,Mokotjomela2023,"Mokotjomela, TM; Vukeya, LR; Pamla, L; Scott, Z",2023,Eastern Cape Province,South Africa,Africa,29.41,-31.75,all birds,178,body mass,body mass,ordinal,4,morphology,body,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,convex hull,functional richness,functional diversity,alpha diversity,conservation,
5779,Mokotjomela2023,"Mokotjomela, TM; Vukeya, LR; Pamla, L; Scott, Z",2023,Eastern Cape Province,South Africa,Africa,29.41,-31.75,all birds,178,feeding mode,ecological role,nominal,5,trophic,diet,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,convex hull,functional richness,functional diversity,alpha diversity,conservation,
5780,Mokotjomela2023,"Mokotjomela, TM; Vukeya, LR; Pamla, L; Scott, Z",2023,Eastern Cape Province,South Africa,Africa,29.41,-31.75,all birds,178,body mass,body mass,ordinal,4,morphology,body,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,minimum spanning tree,functional evenness,functional diversity,alpha diversity,conservation,
5781,Mokotjomela2023,"Mokotjomela, TM; Vukeya, LR; Pamla, L; Scott, Z",2023,Eastern Cape Province,South Africa,Africa,29.41,-31.75,all birds,178,feeding mode,ecological role,nominal,5,trophic,diet,NA,NA,NA,literature,local,8 seasons,2-10 seasons,NA,NA,Yes,No,minimum spanning tree,functional evenness,functional diversity,alpha diversity,conservation,
5782,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,temporal drivers,
5783,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,temporal drivers,
5784,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,lifespan,lifespan,continuous,1,life_history,lifespan,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,temporal drivers,
5785,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,main dietary component,diet,multichoice,3,trophic,diet,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,temporal drivers,
5786,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,main foraging method,foraging method,multichoice,7,trophic,foraging,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,temporal drivers,
5787,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,nest location,nesting substrate,nominal,3,life_history,reproduction,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,temporal drivers,
5788,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,main foraging substrate,foraging substrate,multichoice,5,trophic,foraging,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,temporal drivers,
5789,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,aerodynamic index,body mass,continuous,1,morphology,body,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,temporal drivers,
5790,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,migratory status,migratory status,nominal,2,dispersal,migration,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,temporal drivers,
5791,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,main foraging period,activity time,nominal,2,activity,activity_time,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,functional beta diversity,functional diversity,beta diversity,temporal drivers,
5792,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,temporal drivers,
5793,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,temporal drivers,
5794,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,lifespan,lifespan,continuous,1,life_history,lifespan,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,temporal drivers,
5795,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,main dietary component,diet,multichoice,3,trophic,diet,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,temporal drivers,
5796,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,main foraging method,foraging method,multichoice,7,trophic,foraging,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,temporal drivers,
5797,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,nest location,nesting substrate,nominal,3,life_history,reproduction,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,temporal drivers,
5798,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,main foraging substrate,foraging substrate,multichoice,5,trophic,foraging,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,temporal drivers,
5799,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,aerodynamic index,body mass,continuous,1,morphology,body,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,temporal drivers,
5800,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,migratory status,migratory status,nominal,2,dispersal,migration,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,temporal drivers,
5801,Monnet2014,"Monnet, AC; Jiguet, F; Meynard, CN; Mouillot, D; Mouquet, N; Thuiller, W; Devictor, V",2014,NA,France,Europe,NA,NA,breeding birds,116,main foraging period,activity time,nominal,2,activity,activity_time,NA,NA,NA,NA,regional,24 years,>10 years,NA,NA,NA,NA,none,Rao's gamma diversity,functional diversity,gamma diversity,temporal drivers,
5802,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
5803,MontanioCentellas2023,"Montaño-Centellas, F; Baiser, B; McGrew, A; Trotta, L; Li, DJ",2023,NA,NA,All,NA,NA,Falconiformes,552,bill width,bill width,continuous,1,morphology,bill,NA,NA,NA,database,global,NA,unknown,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,biogeography,
