rowID,studyID,authors,year,locality,country,continent,longitude,latitude,group,nspecies,trait,trait_synonym,variable_type,number_of_categories,trait_level1,trait_level2,trait_weight,trait_type,functional_significance,trait_source,spatial_extent,temporal_scale,temporal_scale_category,ITV,detection,trait_completeness,trait_imputation,trait_space_estimation,functional_metric,main_metric_group,metric_subgroup,topic_covered,comments
2002,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,habitat use,habitat type,nominal,7,habitat,habitat_type,NA,NA,Primary habitat requirements constrain a species resource uses and other ecological processes such as nutrient cycling.,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,management,
2003,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,habitat breadth,habitat breadth,continuous,1,habitat,habitat_breadth,NA,NA,Species with low values are thought to be specialists increasing their sensitivity to disturbance,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,management,
2004,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,mating behavior,mating system,nominal,6,life_history,reproduction,NA,NA,Habitat disturbance and change is known to influence or disrupt social behaviours such as pair forming or cooperative breeding.,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,management,
2005,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,Low clutch sizes may be more sensitive to disturbance,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,management,
2006,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,nest site,nesting substrate,nominal,6,life_history,reproduction,NA,NA,Nesting location or strategy can make a species vulnerable to disturbance and can concentrate resource use and nutrient cycling to one area. Cavity nesters are ecosystem engineers.,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,management,
2007,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,migratory status,migratory status,nominal,5,dispersal,migration,NA,NA,"Related to wing length to body mass ratio, metabolic rates and annual resource use and functional contributions to an ecosystem. Can influence broad scale nutrient cycling and resource use.",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,management,
2008,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,bill length,bill length,continuous,1,morphology,bill,NA,NA,"Effects the type of food a bird consumes. Influences the manipulation of seeds and fruits, the size of seed or prey, as well as nectar or insect feeding.
",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,management,
2009,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,wing length/body mass,wing length,continuous,1,morphology,wing,NA,NA,"It relates to life span, foraging behaviour,  and home range size. Affects dispersal ability which affects nutrient cycling, seed dispersal and resource use. Species with limited mobility may be associated with more heterogeneous areas (which provide more diverse foraging and nesting  opportunities) because their requirements  need to be met within a small area.",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,minimum spanning tree,functional evenness,functional diversity,alpha diversity,management,
2010,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,foraging strategy,diet,nominal,7,trophic,foraging,NA,NA,"Diet or foraging strategy can affect all aspects of resource use, including seed dispersal, pollination, carcass and waste disposal, predation, nutrient cycling, and invertebrate populations. Birds with specialized diets are often more sensitive to  disturbance",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,management,
2011,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,foraging substrate,foraging substrate,nominal,3,trophic,foraging,NA,NA,Primary foraging location limits and concentrates a species' resource use. Foraging substrate is influenced by disturbance particularly when feeding is related to vegetation structure,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,management,
2012,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,foraging behavior,foraging method,multichoice,8,trophic,foraging,NA,NA,Species may have one or more method for foraging (e.g. catching prey in the air and in the ground). Species with specialized strategies are likely to be more affected by disturbance. ,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,management,
2013,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,habitat use,habitat type,nominal,7,habitat,habitat_type,NA,NA,Primary habitat requirements constrain a species resource uses and other ecological processes such as nutrient cycling.,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,management,
2014,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,habitat breadth,habitat breadth,continuous,1,habitat,habitat_breadth,NA,NA,Species with low values are thought to be specialists increasing their sensitivity to disturbance,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,management,
2015,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,mating behavior,mating system,nominal,6,life_history,reproduction,NA,NA,Habitat disturbance and change is known to influence or disrupt social behaviours such as pair forming or cooperative breeding.,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,management,
2016,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,Low clutch sizes may be more sensitive to disturbance,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,management,
2017,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,nest site,nesting substrate,nominal,6,life_history,reproduction,NA,NA,Nesting location or strategy can make a species vulnerable to disturbance and can concentrate resource use and nutrient cycling to one area. Cavity nesters are ecosystem engineers.,literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,management,
2018,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,migratory status,migratory status,nominal,5,dispersal,migration,NA,NA,"Related to wing length to body mass ratio, metabolic rates and annual resource use and functional contributions to an ecosystem. Can influence broad scale nutrient cycling and resource use.",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,management,
2019,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,bill length,bill length,continuous,1,morphology,bill,NA,NA,"Effects the type of food a bird consumes. Influences the manipulation of seeds and fruits, the size of seed or prey, as well as nectar or insect feeding.
",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,management,
2020,Docherty2020,"Docherty, TDS; Hethcoat, MG; MacTavish, LM; MacTavish, D; Dell, S; Stephens, PA; Willis, SG",2020,Pilanesberg National Park,South Africa,Africa,27.1,-25.24,all birds,213,wing length/body mass,wing length,continuous,1,morphology,wing,NA,NA,"It relates to life span, foraging behaviour,  and home range size. Affects dispersal ability which affects nutrient cycling, seed dispersal and resource use. Species with limited mobility may be associated with more heterogeneous areas (which provide more diverse foraging and nesting  opportunities) because their requirements  need to be met within a small area.",literature,local,2 seasons,2-10 seasons,NA,NA,NA,NA,none,functional dispersion,functional diversity,alpha diversity,management,
2021,Doerfler2020,"Doerfler, I; Cadotte, MW; Weisser, WW; Müller, J; Gossner, MM; Heibl, C; Bässler, C; Thorn, S; Seibold, S",2020,Steigerwald,Germany,Europe,10.49,49.85,all birds,NA,foraging substrate,foraging substrate,multichoice,4,trophic,foraging,NA,NA,species nesting in holes or foraging on trunks are associated with older forest stands. The complexity of the vegetation is another determinant which provides especially open-nesting birds with nesting sites and increases therefore the diversity of birds in general,literature,local,1 season,1 season,NA,NA,NA,NA,none,mean functional-phylogenetic pairwise dissimilarity,functional diversity,alpha diversity,management,
2022,Doerfler2020,"Doerfler, I; Cadotte, MW; Weisser, WW; Müller, J; Gossner, MM; Heibl, C; Bässler, C; Thorn, S; Seibold, S",2020,Steigerwald,Germany,Europe,10.49,49.85,all birds,NA,nest position,nesting substrate,multichoice,2,life_history,reproduction,NA,NA,species nesting in holes or foraging on trunks are associated with older forest stands. The complexity of the vegetation is another determinant which provides especially open-nesting birds with nesting sites and increases therefore the diversity of birds in general,literature,local,1 season,1 season,NA,NA,NA,NA,none,mean functional-phylogenetic pairwise dissimilarity,functional diversity,alpha diversity,management,
2023,Doerfler2020,"Doerfler, I; Cadotte, MW; Weisser, WW; Müller, J; Gossner, MM; Heibl, C; Bässler, C; Thorn, S; Seibold, S",2020,Steigerwald,Germany,Europe,10.49,49.85,all birds,NA,foraging method,foraging method,multichoice,6,trophic,foraging,NA,NA,it reflects their dietary specialization,literature,local,1 season,1 season,NA,NA,NA,NA,none,mean functional-phylogenetic pairwise dissimilarity,functional diversity,alpha diversity,management,
2024,Doerfler2020,"Doerfler, I; Cadotte, MW; Weisser, WW; Müller, J; Gossner, MM; Heibl, C; Bässler, C; Thorn, S; Seibold, S",2020,Steigerwald,Germany,Europe,10.49,49.85,all birds,NA,diet,diet,multichoice,2,trophic,diet,NA,NA,"The diet is therefore related to the level of resource specialization of forest birds. Insectivorous birds are in general rather specialist forest species, such as the ant-eating woodpeckers. Frugivorous or granivorous species, which a plant-based diet are rather habitat generalists. Whereas insectivores profit from old growth elements such as tree-related microhabitats species with a plant based diet often profit from an complex shrub layer",literature,local,1 season,1 season,NA,NA,NA,NA,none,mean functional-phylogenetic pairwise dissimilarity,functional diversity,alpha diversity,management,
2025,Doerfler2020,"Doerfler, I; Cadotte, MW; Weisser, WW; Müller, J; Gossner, MM; Heibl, C; Bässler, C; Thorn, S; Seibold, S",2020,Steigerwald,Germany,Europe,10.49,49.85,all birds,NA,lifespan,lifespan,continuous,1,life_history,lifespan,NA,NA,it determines the reproductive success. On the one hand a large brood size enables a species to have higher number of offspring in productive years on the other hand large clutch sizes have larger mortality in general ,literature,local,1 season,1 season,NA,NA,NA,NA,none,mean functional-phylogenetic pairwise dissimilarity,functional diversity,alpha diversity,management,
2026,Doerfler2020,"Doerfler, I; Cadotte, MW; Weisser, WW; Müller, J; Gossner, MM; Heibl, C; Bässler, C; Thorn, S; Seibold, S",2020,Steigerwald,Germany,Europe,10.49,49.85,all birds,NA,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,it determines the reproductive success,literature,local,1 season,1 season,NA,NA,NA,NA,none,mean functional-phylogenetic pairwise dissimilarity,functional diversity,alpha diversity,management,
2027,Doerfler2020,"Doerfler, I; Cadotte, MW; Weisser, WW; Müller, J; Gossner, MM; Heibl, C; Bässler, C; Thorn, S; Seibold, S",2020,Steigerwald,Germany,Europe,10.49,49.85,all birds,NA,migrating,migratory status,nominal,1,dispersal,migration,NA,NA,whereas birds that are migrating in the non-breeding season are able to avoid harsh winters they have disadvantages in finding high-quality breeding habitats since long-distance migrants are often arriving later in the breeding season when the best territories are occupied,literature,local,1 season,1 season,NA,NA,NA,NA,none,mean functional-phylogenetic pairwise dissimilarity,functional diversity,alpha diversity,management,
2028,Doerfler2020,"Doerfler, I; Cadotte, MW; Weisser, WW; Müller, J; Gossner, MM; Heibl, C; Bässler, C; Thorn, S; Seibold, S",2020,Steigerwald,Germany,Europe,10.49,49.85,all birds,NA,foraging substrate,foraging substrate,multichoice,4,trophic,foraging,NA,NA,species nesting in holes or foraging on trunks are associated with older forest stands. The complexity of the vegetation is another determinant which provides especially open-nesting birds with nesting sites and increases therefore the diversity of birds in general,literature,local,1 season,1 season,NA,NA,NA,NA,none,community-weighted mean,functional composition,NA,management,
2029,Doerfler2020,"Doerfler, I; Cadotte, MW; Weisser, WW; Müller, J; Gossner, MM; Heibl, C; Bässler, C; Thorn, S; Seibold, S",2020,Steigerwald,Germany,Europe,10.49,49.85,all birds,NA,nest position,nesting substrate,multichoice,2,life_history,reproduction,NA,NA,species nesting in holes or foraging on trunks are associated with older forest stands. The complexity of the vegetation is another determinant which provides especially open-nesting birds with nesting sites and increases therefore the diversity of birds in general,literature,local,1 season,1 season,NA,NA,NA,NA,none,community-weighted mean,functional composition,NA,management,
